sample_index,split,reference,sampling_rate,audio_num_samples,audio_duration_sec,whisper_tiny_output,whisper_tiny_latency_sec,whisper_tiny_wer,whisper_base_output,whisper_base_latency_sec,whisper_base_wer,whisper_small_output,whisper_small_latency_sec,whisper_small_wer,whisper_medium_output,whisper_medium_latency_sec,whisper_medium_wer,whisper_large_v3_output,whisper_large_v3_latency_sec,whisper_large_v3_wer,whisper_large_v3t_output,whisper_large_v3t_latency_sec,whisper_large_v3t_wer,gemma3n_e2b_output,gemma3n_e2b_latency_sec,gemma3n_e2b_wer,gemma3n_e4b_output,gemma3n_e4b_latency_sec,gemma3n_e4b_wer,vosk_small_en_us_output,vosk_small_en_us_latency_sec,vosk_small_en_us_wer,vosk_model_en_us_output,vosk_model_en_us_latency_sec,vosk_model_en_us_wer
1765,test.clean,SLOW TO WORLD GREETINGS QUICK WITH ITS O LIST WHEN THE ANGELS SPEAK,16000,98880,6.18,"slow-to-world greetings, quick with its old list when the angel speak.",0.16429743077605963,0.15384615384615385,Slow to world greetings. Quick with its O list when the angel speak.,0.15443557035177946,0.07692307692307693,Slow-to-world greetings quick with its oh list when the angels speak,0.19478814583271742,0.07692307692307693,Slow to world greetings quick with its O list when the angels speak,0.3124228361994028,0.0,slow to world greetings quick with its o list when the angels speak,0.37873736675828695,0.0,slow to world greetings quick with its o list when the angels speak,0.2186527606099844,0.0,slow to world greetings. Quick with its O list when the angels speak.,2.772550002671778,0.0,"slow to world greetings, quick with its o list when the angels speak.",3.1110979644581676,0.0,slow to world greetings quick with it's oh list when the angel speak,1.7343322485685349,0.23076923076923078,slow to world greetings quick with it's oh list when the angel speak,2.4858448980376124,0.23076923076923078
1766,test.clean,IT WAS BETTER FOR HIM TO THINK THE GIRL UNFEELING THAN TO KNOW THE TRUTH,16000,64320,4.02,It was better for him to think the girl unfailing than to know the truth.,0.14134729746729136,0.06666666666666667,It was better for him to think that girl and feeling than to know the truth.,0.14693472161889076,0.2,It was better for him to think the girl unfeeling than to know the truth.,0.2270865784958005,0.0,It was better for him to thank the girl unfeeling than to know the truth.,0.3469747118651867,0.06666666666666667,it was better for him to think the girl unfailing than to know the truth,0.4212102247402072,0.06666666666666667,it was better for him to think the girl unfeeling than to know the truth,0.20745033584535122,0.0,It was better for him to think the girl and feeling than to know the truth.,3.113199159502983,0.13333333333333333,It was better for him to think the girl unfeeling than to know the truth.,3.477037411183119,0.0,it was better for him to think the girl and feeling than to know the truth,1.7112184735015035,0.13333333333333333,it was better for him to think the girl and feeling than to know the truth,1.5656152786687016,0.13333333333333333
1767,test.clean,IT WAS VERY JOLLY HE MURMURED LAZILY AS MARIE CAME IN TO TAKE AWAY THE COFFEE,16000,77280,4.83,"It was very jolly, he murmured lazily, as Marie came in to take away the coffee.",0.15426088590174913,0.0,It was very jolly he murmured lazily as Marie came in to take away the coffee.,0.16053524147719145,0.0,It was very jolly he murmured lazily as Marie came in to take away the coffee.,0.2532036090269685,0.0,"It was very jolly, he murmured lazily, as Marie came in to take away the coffee.",0.382629569619894,0.0,"It was very jolly, he murmured lazily, as Marie came in to take away the coffee.",0.5108722280710936,0.0,"It was very jolly, he murmured lazily, as Marie came in to take away the coffee.",0.22535108122974634,0.0,"It was very jolly,"" he murmured lazily, as Marie came in to take away the coffee.",3.6099007446318865,0.0,"It was very jolly,"" he murmured lazily as Marie came in to take away the coffee.",3.8708663005381823,0.0,it was very jolly he murmured leisurely as murray came in to take away the coffee,1.742345611564815,0.125,it was very jolly he murmured lately as marie came in to take away the coffee,1.8641957016661763,0.0625
1768,test.clean,ALGEBRA MEDICINE BOTANY HAVE EACH THEIR SLANG,16000,82240,5.14,"Algebra, Medicine, Botany, have each their slang.",0.09247114136815071,0.0,"Algebra, medicine, botany, have each their slang.",0.10725275613367558,0.0,"Algebra, Medicine, Botany have each their slang.",0.16576155740767717,0.0,"Algebra, Medicine, Botany, have each their slang.",0.29583008866757154,0.0,"Algebra, medicine, botany have each their slang.",0.3768933368846774,0.0,"Algebra, Medicine, Botany have each their slang.",0.2070897612720728,0.0,"algebra, medicine, botany, have each their slang.",2.103365399874747,0.0,"algebra, medicine, botany, have each their slang.",2.4346931828185916,0.0,algebra medicine botany have each their slang,1.746950694359839,0.0,algebra medicine botany have each their slang,1.4185837684199214,0.0
1769,test.clean,AND THEN THERE WAS BROAD STREET,16000,43600,2.725,And then there was broad street.,0.12273456063121557,0.0,And then there was Broad Street.,0.12865225598216057,0.0,And then there was Broad Street.,0.1402787184342742,0.0,And then there was Broad Street.,0.23266600538045168,0.0,And then there was Broad Street.,0.29565352760255337,0.0,"And then there was Broad Street,",0.17815321497619152,0.0,And then there was Broadway.,1.3235361082479358,0.3333333333333333,And then there was broad street.,1.599251857958734,0.0,and then there was broad street,1.0721223279833794,0.0,and then there was broad street,0.968297915533185,0.0
1770,test.clean,CLASSIFYING WAS EVERYTHING TO HIM SO HE KNEW NOTHING ELSE WELL VERSED IN THE THEORY OF CLASSIFICATION HE WAS POORLY VERSED IN ITS PRACTICAL APPLICATION AND I DOUBT THAT HE COULD TELL A SPERM WHALE FROM A BALEEN WHALE,16000,207360,12.96,"Classifying was everything to him, so he knew nothing else. Well, versed in a theory of classification, he was poorly versed in its practical application, and I doubt that he could tell a sperm whale from a boolean whale.",0.2891891924664378,0.05128205128205128,"Classifying was everything to him, so he knew nothing else. Well, versed in a theory of classification, he was poorly versed in its practical application, and a doubt that he could tell a sperm whale from a baleen whale.",0.37595278210937977,0.05128205128205128,"Classifying was everything to him, so he knew nothing else. Well, versed in the theory of classification, he was poorly versed in its practical application, and I doubt that he could tell a sperm whale from a baleen whale.",0.470861803740263,0.0,"Classifying was everything to him, so he knew nothing else. Well versed in the theory of classification, he was poorly versed in its practical application, and I doubt that he could tell a sperm whale from a baleen whale.",0.741685938090086,0.0,classifying was everything to him so he knew nothing else well versed in the theory of classification he was poorly versed in its practical application and i doubt that he could tell a sperm whale from a baleen whale,0.8085460904985666,0.0,classifying was everything to him so he knew nothing else well versed in the theory of classification he was poorly versed in its practical application and i doubt that he could tell a sperm whale from a baleen whale,0.2828021487221122,0.0,"classifying was everything to him. So he knew nothing else. Well, first in the theory of classification, he was poorly versed in its practical application and I doubt that he could tell a sperm whale from a baleen whale.",7.932927491143346,0.02564102564102564,"classifying was everything to him. So he knew nothing else. Well, whereas in the theory of classification, he was poorly versed in its practical application, and I doubt that he could tell a sperm whale from a baleen whale.",9.093329352326691,0.02564102564102564,classifying was everything to him so he do nothing else well versed in the theory of classification he was poorly versed in it's practical application and i doubt that he could tell a sperm whale from a baleen whale,2.77000998519361,0.05128205128205128,classifying was everything to him so he do nothing else well versed in the theory of classification he was poorly versed in it's practical application and i doubt that he could tell a sperm whale from a baleen whale,4.552613588050008,0.05128205128205128
1771,test.clean,THE TREE ONLY CAME TO HIMSELF WHEN HE WAS UNLOADED IN A COURT YARD WITH THE OTHER TREES AND HEARD A MAN SAY THAT ONE IS SPLENDID WE DON'T WANT THE OTHERS,16000,171040,10.69,"The tree only came to himself when he was unloaded in a courtyard with the other trees and heard a man say, that one is splendid. We don't want the others.",0.23849435336887836,0.0625,"The tree only came to himself when he was unloaded in a courtyard with the other trees and heard a man say, that one is splendid. We don't want the others.",0.2734832130372524,0.0625,"The tree only came to himself when he was unloaded in a courtyard with the other trees and heard a man say, That one is splendid. We don't want the others.",0.4243520963937044,0.0625,"The tree only came to himself when he was unloaded in a courtyard with the other trees and heard a man say, That one is splendid. We don't want the others.",1.0150159616023302,0.0625,the tree only came to himself when he was unloaded in a courtyard with the other trees and heard a man say that one is splendid we don't want the others so he went to the other trees and heard a man say that one is splendid we don't want the others,1.421310962177813,0.71875,the tree only came to himself when he was unloaded in a courtyard with the other trees and heard a man say that one is splendid we don't want the others,0.26039308309555054,0.0625,"The tree only came to himself when he was unloaded in a courtyard with the other trees and heard a man say, ""That one is splendid. We don't want the others.""",6.458387744612992,0.0625,"The tree only came to himself when he was unloaded in a courtyard with the other trees and heard a man say, ""That one is splendid. We don't want the others.""",7.264484896324575,0.0625,the tree only came to himself when he was unloaded in a courtyard with the other trees and heard a man say that one is splendid we don't want the others,2.4582160664722323,0.0625,the tree only came to himself when he was unloaded in a courtyard with the other trees and heard a man say that one is splendid we don't want the others,3.3756471313536167,0.0625
1772,test.clean,WHILE THE OLD GOLD AND THE MARBLE STAYS FOREVER GLEAMING ITS SOFT STRONG BLAZE CALM IN THE EARLY EVENING GLOW,16000,153200,9.575,"While the old gold and the marble stays, Forever gleaming is soft, strong, blaze, calm, and early evening glow.",0.2065302599221468,0.15,"while the old gold and the marble stays. Forever gleaming its soft, strong blaze, calm in the early evening glow.",0.2518628779798746,0.0,"while the old gold and the marble stays, forever gleaming its soft, strong blaze, calm in the early evening glow.",0.3042002972215414,0.0,"While the old gold and the marble stays, Forever gleaming its soft, strong blaze Calm in the early evening glow.",0.47948725800961256,0.0,while the old gold and the marble stays forever gleaming its soft strong blaze calm in the early evening glow you,0.7830247590318322,0.05,while the old gold and the marble stays forever gleaming its soft strong blaze calm in the early evening glow,0.23141469713300467,0.0,"while the old gold and the marbles stays forever gleaming its soft, strong, blaze, calm in the early evening glow.",4.277668371796608,0.05,"while the old gold and the marbles stays, forever gleaming its soft, strong blaze, calm in the early evening glow.",4.784156729467213,0.05,while the old gold and the marbles days for ever gleaming is soft strong blaze calm and the early evening glow,2.3200323823839426,0.3,while the old gold and the marble stays forever gleaming it's soft strong blaze con in the early evening glow,4.603096614591777,0.1
1773,test.clean,SO CHOOSE FOR YOURSELF TO MAKE A RUSH OR TARRY HERE,16000,63680,3.98,So choose for yourself to make a rush or carry here.,0.1261461852118373,0.09090909090909091,So choose for yourself to make a rush or Terry here.,0.1429006289690733,0.09090909090909091,So choose for yourself to make a rush or tarry here.,0.19975617807358503,0.0,So choose for yourself to make a rush or tarry here.,0.30565580911934376,0.0,So choose for yourself to make a rush or tarry here.,0.39400145318359137,0.0,So choose for yourself to make a rush or tarry here.,0.19067249353975058,0.0,So choose for yourself to make a rush or tarry here.,3.142029734328389,0.0,So choose for yourself to make a rush or tarry here.,3.505083209834993,0.0,so choose for yourself to make a rush or terry here,1.4446436604484916,0.09090909090909091,so choose for yourself to make a rush or terry here,1.484390264376998,0.09090909090909091
1774,test.clean,THANK YOU RACHEL MY COUSIN RACHEL MY ONLY FRIEND,16000,70080,4.38,"Thank you Rachel, my cousin Rachel, my only friend!",0.11469382233917713,0.0,Thank you Rachel my cousin Rachel my only friend,0.11176776885986328,0.0,"Thank you, Rachel. My cousin, Rachel. My only friend.",0.20253768656402826,0.0,"Thank you, Rachel. My cousin, Rachel. My only friend.",0.3627901431173086,0.0,thank you rachel my cousin rachel my only friend,0.3892021244391799,0.0,thank you rachel my cousin rachel my only friend,0.1944565698504448,0.0,"Thank you, Rachel. My cousin Rachel, my only friend, Dr.",2.8225616654381156,0.1111111111111111,"Thank you, Rachel. My cousin Rachel, my only friend.",2.7590520046651363,0.0,thank you rachel my cousin rachel my only friend,1.4480859441682696,0.0,thank you rachel my cousin rachel my only friend,1.3432331327348948,0.0
1775,test.clean,I ADDRESS HIM IN ITALIAN AND HE ANSWERS VERY WITTILY BUT HIS WAY OF SPEAKING MAKES ME SMILE AND I TELL HIM WHY,16000,133040,8.315,"I address him in Italian and he answers very quickly, but his way of speaking makes me smile and I tell him why.",0.15637467429041862,0.043478260869565216,"I address him in Italian and he answers very bitterly, but his way of speaking makes me smile and I tell him why.",0.24584308546036482,0.043478260869565216,"I address him in Italian. And he answers very wittily, but his way of speaking makes me smile and I tell him why.",0.3101614089682698,0.0,I address him in Italian and he answers very wittily but his way of speaking makes me smile and I tell him why.,0.46667453087866306,0.0,i address him in italian and he answers very wittily but his way of speaking makes me smile and i tell him why,0.6620032638311386,0.0,i address him in italian and he answers very wittily but his way of speaking makes me smile and i tell him why,0.26632397063076496,0.0,"I addressed him in Italian, and he answers very wittily, but his way of speaking makes me smile, and I tell him why.",5.085930832661688,0.043478260869565216,"I addressed him in Italian, and he answers very wittily, but his way of speaking makes me smile, and I tell him why.",5.712729715742171,0.043478260869565216,i address him in italian and he answers very literally but his way of speaking makes me smile and i tell him why,2.0411656238138676,0.043478260869565216,i address him in italian and he answers very wittily but his way of speaking makes me smile and i tell him why,2.807290724478662,0.0
1776,test.clean,HOW CAME YOU TO LEAVE THE KEY IN THE DOOR,16000,44560,2.785,How came you to leave the key in the door?,0.11364992056041956,0.0,How came you to leave the key in the door?,0.13225577119737864,0.0,How came you to leave the key in the door?,0.17310794722288847,0.0,How came you to leave the key in the door?,0.2701016115024686,0.0,"""'How came you to leave the key in the door?'",0.36414789594709873,0.2,how came you to leave the key in the door,0.18452141620218754,0.0,How came you to leave the key in the door?,2.118209303356707,0.0,How came you to leave the key in the door?,2.3568816613405943,0.0,how can you to leave the key in the door,1.1318913334980607,0.1,how came you to leave the key in the door,1.0239417711272836,0.0
1777,test.clean,EDISON HAD INSTALLED HIS HISTORIC FIRST GREAT CENTRAL STATION SYSTEM IN NEW YORK ON THE MULTIPLE ARC SYSTEM COVERED BY HIS FEEDER AND MAIN INVENTION WHICH RESULTED IN A NOTABLE SAVING IN THE COST OF CONDUCTORS AS AGAINST A STRAIGHT TWO WIRE SYSTEM THROUGHOUT OF THE TREE KIND,16000,318640,19.915,"Edison had installed his historic first great central station system in New York on the multiple arc system covered by his feeder and main invention, which resulted in a notable saving in the cost of conductors as against a straight two-wire system throughout of the tree kind.",0.32289642095565796,0.0,"Edison had installed his historic first-grade central station system in New York on the multiple arc system covered by his feeder and main invention, which resulted in a notable saving in the cost of conductors as against a straight two-wire system throughout of the tree kind.",0.5052759954705834,0.020833333333333332,"Edison had installed his historic first great central station system in New York on the multiple arc system covered by his feeder and main invention, which resulted in a notable saving in the cost of conductors as against a straight two-wire system throughout of the tree kind.",0.5416621444746852,0.0,"Edison had installed his historic first great central station system in New York on the multiple arc system covered by his feeder and main invention, which resulted in a notable saving in the cost of conductors as against a straight two-wire system throughout of the tree kind.",1.0070051392540336,0.0,"Edison had installed his historic first great central station system in New York on the multiple arc system covered by his feeder and main invention, which resulted in a notable saving in the cost of conductors as against a straight two-wire system throughout of the tree kind.",0.9310651421546936,0.0,"Edison had installed his historic first great central station system in New York on the multiple arc system covered by his feeder and main invention, which resulted in a notable saving in the cost of conductors as against a straight two-wire system throughout of the tree kind.",0.3996409047394991,0.0,"Edison had installed his historic first great central station system in New York on the multiple arc system covered by his feeder and main invention, which resulted in a notable saving in the cost of conductors as against a straight two-wire system throughout of the tree kind.",8.888506384566426,0.0,"Edison had installed his historic first great central station system in New York on the multiple arc system covered by his feeder and main invention, which resulted in a notable saving in the cost of conductors as against a straight two-wire system throughout of the tree kind.",10.011717095039785,0.0,edison had installed his historic first great central station system in new york on the multiple arc system covered by his feeder and main invention which resulted in a notable saving and the cost of conductors as against a straight to wire system through out of the tree kind,3.541511544957757,0.08333333333333333,edison had installed his historic first great central station system in new york on the multiple arc system covered by his feeder and main invention which resulted in a notable saving in the cost of conductors as against a straight two wire system through out of the tree kind,6.9546167412772775,0.041666666666666664
1778,test.clean,THAT IS A VERY FINE CAP YOU HAVE HE SAID,16000,68480,4.28,"That is a very fine cap you have, he said.",0.12436916027218103,0.0,"That is a very fine cap you have, he said.",0.1625322923064232,0.0,"That is a very fine cap you have,"" he said.",0.1924725789576769,0.0,"""'That is a very fine cap you have,' he said.""",0.29633727204054594,0.2,"That is a very fine cap you have, he said.",0.38035344518721104,0.0,"That is a very fine cap you have, he said.",0.20075674820691347,0.0,"That is a very fine cap you have,"" he said.",2.316914504393935,0.0,"That is a very fine cap you have,"" he said.",2.553992999717593,0.0,that is a very fine cap you have he said,1.477763150818646,0.0,that is a very fine cap you have he said,1.346338371746242,0.0
1779,test.clean,GRANDFATHER WAS ALEXANDER CAREY L L D DOCTOR OF LAWS THAT IS,16000,90000,5.625,Grandfather was Alexander Kerry L. L. D. Dr. of Laws that is.,0.14880657009780407,0.16666666666666666,"Grandfather was Alexander Kerry, LLD, Doctor of Laws, that is.",0.1511623729020357,0.3333333333333333,"Grandfather was Alexander Kerry LLD, Doctor of Laws, that is.",0.2191045032814145,0.3333333333333333,"Grandfather was Alexander Carey, LLD, Doctor of Laws, that is.",0.3487640507519245,0.25,grandfather was alexander carey ll d doctor of laws that is,0.4224269697442651,0.16666666666666666,"Grandfather was Alexander Carey, LLD, Doctor of Laws, that is.",0.21281420066952705,0.25,"Grandfather was Alexander Carey, LL.D., Doctor of Laws, that is.",3.0869493102654815,0.16666666666666666,"Grandfather was Alexander Carry, LL.D., Doctor of Laws, that is.",3.48405853100121,0.25,grandfather was alexander carry l l d doctor of laws that is,1.6636215271428227,0.08333333333333333,grandfather was alexander cary l l d doctor of laws that is,1.661815209314227,0.08333333333333333
1780,test.clean,PACK AS MUCH INTO MY TRUNK AS YOU CAN MY TRAVELING KIT MY SUITS SHIRTS AND SOCKS DON'T BOTHER COUNTING JUST SQUEEZE IT ALL IN AND HURRY,16000,148800,9.3,"Pack as much into my trunk as you can. My traveling kit, my suits, shirts and socks. Don't bother counting, just squeeze it all in and hurry.",0.25436404533684254,0.0,"Pack as much into my trunk as you can. My traveling kit, my suits, shirts and socks, don't bother counting, just squeeze it all in and hurry.",0.31029795855283737,0.0,"Pack as much into my trunk as you can. My traveling kit, my suits, shirts, and socks, don't bother counting, just squeeze it all in. And hurry!",0.3514586314558983,0.0,"Pack as much into my trunk as you can. My traveling kit, my suits, shirts, and socks. Don't bother counting. Just squeeze it all in. And hurry!",0.6896661603823304,0.0,pack as much into my trunk as you can my traveling kit my suits shirts and socks don't bother counting just squeeze it all in and hurry,0.6084113130345941,0.0,pack as much into my trunk as you can my traveling kit my suits shirts and socks don't bother counting just squeeze it all in and hurry,0.24156305566430092,0.0,"Pack as much into my trunk as you can. My traveling kit, my suits, shirts, and socks. Don't bother counting, just squeeze it all in and hurry.",6.235504133626819,0.0,"Pack as much into my trunk as you can. My traveling kit, my suits, shirts, and socks. Don't bother counting, just squeeze it all in, and hurry.",7.226456738077104,0.0,packers as much into my trunk as you can my traveling kit my suits shirts and sox don't bother counting just squeeze it all in and hurry,2.3004296431317925,0.07407407407407407,pack as much into my trunk as you can my traveling kit my suits shirts and socks don't bother counting just squeeze it all in and hurry,3.231659800745547,0.0
1781,test.clean,WHERE THEE AND THY FAMILY ARE KNOWN,16000,52160,3.26,Where's D and I family are known?,0.12721955589950085,0.42857142857142855,Where the and thy family are known?,0.12196737062186003,0.14285714285714285,Where the and thy family are known?,0.15850032959133387,0.14285714285714285,Where thee and thy family are known.,0.24250598717480898,0.0,where thee and thy family are known,0.308518392033875,0.0,where thee and thy family are known,0.18891952000558376,0.0,Where the and thy family are known?,1.6359778484329581,0.14285714285714285,where thee and thy family are known,1.6141991838812828,0.0,where's the and i family are no,1.1122024888172746,0.5714285714285714,where's the and thy family are known,1.169933445751667,0.2857142857142857
1782,test.clean,HE KEEPS THE THOU SHALT NOT COMMANDMENTS FIRST RATE HEN LORD DOES,16000,72800,4.55,"He keeps the thou shalt not commandments first, rate, and Lord does.",0.14337578881531954,0.08333333333333333,"He keeps the Thou shalt not commandments first, Rate Henlord does.",0.16977638937532902,0.16666666666666666,"He keeps the thou shalt not commandment's first rate, henlord does.",0.21831564232707024,0.25,"He keeps the Thou Shalt Not Commandments, First-rate Hennelord does.",0.36762557830661535,0.16666666666666666,he keeps the thou shalt not commandments first-rate hen lord does,0.38488673605024815,0.0,he keeps the thou shalt not commandments first-rate hen lord does,0.21502056065946817,0.0,,0.33126727771013975,1.0,He keeps the thou shalt not commandments first rate and Lord does.,2.7488798489794135,0.08333333333333333,he keeps that thou shalt not commandments first rate hand lord does,1.6592948278412223,0.16666666666666666,he keeps that thou shalt not commandments first rate hen lord does,1.8182976618409157,0.08333333333333333
1783,test.clean,HE ONLY SHOOK HIS HEAD,16000,36720,2.295,He only shook his head.,0.07740013487637043,0.0,He only shook his head.,0.09366533253341913,0.0,He only shook his head.,0.11764664016664028,0.0,He only shook his head.,0.2212579818442464,0.0,He only shook his head.,0.2781014824286103,0.0,He only shook his head.,0.1807157453149557,0.0,He only shook his head.,1.3014082089066505,0.0,He only shook his head.,1.4122202657163143,0.0,he only shook his head,1.0031133890151978,0.0,he only shook his head,0.7487539034336805,0.0
1784,test.clean,MANY OF THESE AFFILIATED GENTLEMEN OF LEISURE ARE AT THE SAME TIME LESSER MEN OF SUBSTANCE IN THEIR OWN RIGHT SO THAT SOME OF THEM ARE SCARCELY AT ALL OTHERS ONLY PARTIALLY TO BE RATED AS VICARIOUS CONSUMERS,16000,180080,11.255,"Many of these affiliated gentlemen of leisure are at the same time less the men of substance in their own right, so that some of them are scarce let all others only partially to be rated as vicarious consumers.",0.20950342062860727,0.10526315789473684,"Many of these affiliated gentlemen of leisure are at the same time less than men of substance in their own right, so that some of them are scarcely at all, others only partially, to be rated as vicarious consumers.",0.3181932717561722,0.05263157894736842,"Many of these affiliated gentlemen of leisure are, at the same time, lesser men of substance in their own right, so that some of them are scarcely at all, others only partially, to be rated as vicarious consumers.",0.4419394340366125,0.0,"Many of these affiliated gentlemen of leisure are at the same time lesser men of substance in their own right, so that some of them are scarcely at all, others only partially, to be rated as vicarious consumers.",0.6843066941946745,0.0,many of these affiliated gentlemen of leisure are at the same time lesser men of substance in their own right so that some of them are Scarcely at all others only partially to be rated as vicarious consumers,0.80518330167979,0.0,"Many of these affiliated gentlemen of leisure are at the same time lesser men of substance in their own right, so that some of them are scarcely at all, others only partially, to be rated as vicarious consumers.",0.32651411555707455,0.0,"Many of these affiliated gentlemen of leisure are at the same time lesser men of substance in their own right, so that some of them are scarce let at all, others only partially to be rated as vicarious consumers.",7.369714913889766,0.05263157894736842,"many of these affiliated gentlemen of leisure are at the same time less men of substance in the own right, so that some of them are scarce let all, others only partially to be rated as vicarious consumers.",8.134612809866667,0.10526315789473684,many of these affiliated gentlemen of leisure are at the same time less amount of substance in their own right so that some of them are scarce let all others only partially to be rated as vicarious consumers,2.6826857160776854,0.10526315789473684,many of these affiliated gentlemen of leisure are at the same time lesser men of substance in their own right so that some of them are scarcely at all others only partially to be rated as vicarious consumers,4.862416369840503,0.0
1785,test.clean,AT THIS THE BUNDLE OPENED SUDDENLY AND OUT POPPED PHRONSIE,16000,98400,6.15,"At this, the bundle opens suddenly, and out popped fronzy.",0.14771159924566746,0.2,"At this, the bundle opened suddenly and out popped fronzy.",0.1524950983002782,0.1,"At this, the bundle opened suddenly and out popped fronze.",0.19368384964764118,0.1,"At this, the bundle opened suddenly, and out popped Franzi!",0.32704761531203985,0.1,"At this the bundle opened suddenly, and out popped Franzi.",0.38989061769098043,0.1,"At this, the bundle opened suddenly, and out popped Franzi.",0.20687530748546124,0.1,"At this, the bundle opened suddenly and out popped Fronsy.",2.5920657236129045,0.1,"At this, the bundle opened suddenly, and out popped Fronsi.",3.1096508894115686,0.1,at this the bundle open suddenly and out popped ramzi,1.5773465298116207,0.2,at this the bundle opened suddenly and out popped bronzy,1.963906885124743,0.1
1786,test.clean,I HAVE NOTHING TO WEAR REPLIED THAT DEMURE PERSON,16000,62480,3.905,"I have nothing to wear, reply that to your person.",0.13132045231759548,0.3333333333333333,"I have nothing to wear, reply that demure person.",0.14769119303673506,0.1111111111111111,"I have nothing to wear,"" replied that demure person.",0.22271883767098188,0.0,I have nothing to wear replied that demure person,0.2952416278421879,0.0,i have nothing to wear replied that demure person,0.35875141341239214,0.0,i have nothing to wear replied that demure person,0.18034610338509083,0.0,"I have nothing to wear,"" replied that demeanor person.",2.133843389339745,0.1111111111111111,"I have nothing to wear, replied that demurer person.",2.5523915933445096,0.1111111111111111,i have nothing to wear reply that demure person,1.3724270882084966,0.1111111111111111,i have nothing to wear replied that demure person,1.2302066618576646,0.0
1787,test.clean,I TOOK FIVE GREAT BRACELETS OF GOLD FROM OUR TREASURE CHEST AND GAVE THEM TO HIM,16000,62880,3.93,I took five great bracelets of gold from our treasure chest and gave them to him.,0.13330810610204935,0.0,I took five great bracelets of gold from our treasure chest and gave them to him.,0.1557061607018113,0.0,I took five great bracelets of gold from our treasure chest and gave them to him.,0.21343107800930738,0.0,I took five great bracelets of gold from our treasure chest and gave them to him.,0.3437104532495141,0.0,i took five great bracelets of gold from our treasure chest and gave them to him,0.41901693027466536,0.0,i took five great bracelets of gold from our treasure chest and gave them to him,0.2033276902511716,0.0,I took five great bracelets of gold from our treasure chest and gave them to,2.7987711587920785,0.0625,I took five great bracelets of gold from our treasure chest and gave them to her.,3.487396616488695,0.0625,i took five great bracelets a gold from our treasure chest and gave them to him,1.5664442628622055,0.0625,i took five great bracelets of gold from our treasure chest and gave them to him,1.6088908752426505,0.0
1788,test.clean,THE FAIRVIEW BAND WAS ENGAGED TO DISCOURSE AS MUCH HARMONY AS IT COULD PRODUCE AND THE RESOURCES OF THE GREAT HOUSE WERE TAXED TO ENTERTAIN THE GUESTS,16000,157120,9.82,The fair view band was engaged to discourse as much harmony as it could produce and the resources of the great house were taxed to entertain the guests.,0.168762831017375,0.07407407407407407,The Fairview Band was engaged to discourse as much harmony as it could produce and the resources of the Great House were taxed to entertain the guests.,0.2366856886073947,0.0,"The Fairview Band was engaged to discourse as much harmony as it could produce, and the resources of the Great House were taxed to entertain the guests.",0.30149910785257816,0.0,"The Fairview Band was engaged to discourse as much harmony as it could produce, and the resources of the Great House were taxed to entertain the guests.",0.5120912380516529,0.0,the fairview band was engaged to discourse as much harmony as it could produce and the resources of the great house were taxed to entertain the guests,0.6127246674150229,0.0,the fairview band was engaged to discourse as much harmony as it could produce and the resources of the great house were taxed to entertain the guests,0.25241916067898273,0.0,"The Fairview Band was engaged to discourse as much harmony as it could produce, and the resources of the great house were taxed to entertain the guests.",6.538671829737723,0.0,"The Fairview Band was engaged to discourse as much harmony as it could produce, and the resources of the great house were taxed to entertain the guests.",7.361025243066251,0.0,the fairview band was engaged to discourse as much harmony as it could produce and the resources of the great house or tax to entertain the guess,2.349132084287703,0.1111111111111111,the fairview band was engaged to discourse as much harmony as it could produce and the resources of the great house or tax to entertain the guests,3.7482043895870447,0.07407407407407407
1789,test.clean,IS THEE GOING TO THE YEARLY MEETING RUTH ASKED ONE OF THE GIRLS,16000,76240,4.765,Is the going to the yearly meeting Ruth? Asked one of the girls.,0.15849452279508114,0.07692307692307693,Is the going to the yearly meeting Ruth? Asked one of the girls.,0.19684662576764822,0.07692307692307693,Is the going to the yearly meeting Ruth? Asked one of the girls.,0.24215704202651978,0.07692307692307693,"Is thee going to the yearly meeting, Ruth?"" asked one of the girls.",0.4046384897083044,0.0,is thee going to the yearly meeting ruth asked one of the girls,0.3832842018455267,0.0,is thee going to the yearly meeting ruth asked one of the girls,0.19097023271024227,0.0,"Is he going to the yearly meeting, Ruth? asked one of the girls.",3.8031399259343743,0.07692307692307693,"Is thee going to the yearly meeting, Ruth? asked one of the girls.",3.6158770248293877,0.0,is the going to the yearly meeting ruth asked one of the girls,1.5784484716132283,0.07692307692307693,is the going to the yearly meeting ruth asked one of the girls,1.587099608965218,0.07692307692307693
